NomeEmpreendimento;TituloGrupo;NomeGrupo;TituloUnidade;NomeUnidade;Situacao;DimensaoFrente;DimensaoFundos;DimensaoEsquerda;DimensaoDireita;DimensaoOutros;Descricao;Observacoes;AreaTotal;ValorMetroQuadrado;ConfrontacaoFrente;ConfrontacaoFundos;ConfrontacaoEsquerda;ConfrontacaoDireita;NumeroMatricula;DataMatricula;ValorUnidade
Jardim das Acácias II;Quadra;009;Lote;060;Bloqueada;8,00;8,00;20,00;20,00;0,00; ARI;ARI;160;388,02;RUA JOAQUIM DE PAULO MARQUES;Lote 14;Lote 61;Lote 59;29060;30/03/2022;62082,95
Jardim das Acácias II;Quadra;009;Lote;061;Bloqueada;8,00;8,00;20,00;20,00;0,00; ARI;ARI;160;388,02;RUA JOAQUIM DE PAULO MARQUES;Lote 13;Lote 62;Lote 60;29061;30/03/2022;62082,95
Jardim das Acácias II;Quadra;009;Lote;062;Bloqueada;8,00;8,00;20,00;20,00;0,00; ARI;ARI;160;388,02;RUA JOAQUIM DE PAULO MARQUES;Lote 12;Lote 63;Lote 61;29062;30/03/2022;62082,95
Jardim das Acácias II;Quadra;009;Lote;063;Bloqueada;8,00;8,00;20,00;20,00;0,00; ARI;ARI;160;388,02;RUA JOAQUIM DE PAULO MARQUES;Lote 11;Lote 64;Lote 62;29063;30/03/2022;62082,95
Jardim das Acácias II;Quadra;009;Lote;064;Bloqueada;8,00;8,00;20,00;20,00;0,00; ARI;ARI;160;388,02;RUA JOAQUIM DE PAULO MARQUES;Lote 10;Lote 65;Lote 63;29064;30/03/2022;62082,95
Jardim das Acácias II;Quadra;009;Lote;065;Bloqueada;8,00;8,00;20,00;20,00;0,00; ARI;ARI;160;388,02;RUA JOAQUIM DE PAULO MARQUES;Lote 09;Lote 66;Lote 64;29065;30/03/2022;62082,95
Jardim das Acácias II;Quadra;009;Lote;066;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;359,09;RUA JOAQUIM DE PAULO MARQUES;Lote 08;Lote 67;Lote 65;29066;30/03/2022;57454,54
Jardim das Acácias II;Quadra;009;Lote;067;Vendida;8,00;8,00;20,00;20,00;0,00; ;;160;341,99;RUA JOAQUIM DE PAULO MARQUES;Lote 07;Lote 68;Lote 66;29067;30/03/2022;54718,61
Jardim das Acácias II;Quadra;009;Lote;068;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;359,09;RUA JOAQUIM DE PAULO MARQUES;Lote 06;Lote 69;Lote 67;29068;30/03/2022;57454,54
Jardim das Acácias II;Quadra;009;Lote;069;Vendida;8,00;8,00;20,00;20,00;0,00; ;;160;236,03;RUA JOAQUIM DE PAULO MARQUES;Lote 05;Lote 02 e Lote 01;Lote 68;29069;30/03/2022;37764,8
Jardim das Acácias II;Quadra;010;Lote;001;Vendida;7,00;10,00;20,82;17,82;0,00;ESQUINA/COM. ;;206,27;279;AVENIDA JOÃO COSTA MOURA;Lote 56;Lote 02;RUA JOSÉ QUIRINO FILHO;29070;30/03/2022;57549,33
Jardim das Acácias II;Quadra;010;Lote;002;Vendida;10,00;10,00;20,82;20,82;0,00;COMERCIAL ;;208,2;269,39;AVENIDA JOÃO COSTA MOURA;Lote 56;Lote 03;Lote 01;29071;30/03/2022;56087,8
Jardim das Acácias II;Quadra;010;Lote;003;Vendida;10,00;10,00;20,82;20,82;0,00;COMERCIAL ;;208,2;279;AVENIDA JOÃO COSTA MOURA;Lote 05;Lote 04;Lote 02;29072;30/03/2022;58087,8
Jardim das Acácias II;Quadra;010;Lote;004;Vendida;7,00;10,00;17,82;20,82;0,00;ESQUINA/COM. ;;206,27;279;AVENIDA JOÃO COSTA MOURA;Lote 05;RUA OVÍDIO FERREIRA BORGES;Lote 03;29073;30/03/2022;57549,33
Jardim das Acácias II;Quadra;010;Lote;005;Vendida;8,00;8,00;20,00;20,00;0,00; ;;160;341,99;RUA OVÍDIO FERREIRA BORGES;Lote 56;Lote 06;Lote 04 e Lote 03;29074;30/03/2022;54718,61
Jardim das Acácias II;Quadra;010;Lote;006;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;377,05;RUA OVÍDIO FERREIRA BORGES;Lote 55;Lote 07;Lote 05;29075;30/03/2022;60327,27
Jardim das Acácias II;Quadra;010;Lote;007;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;377,05;RUA OVÍDIO FERREIRA BORGES;Lote 54;Lote 08;Lote 06;29076;30/03/2022;60327,27
Jardim das Acácias II;Quadra;010;Lote;008;Bloqueada;8,00;8,00;20,00;20,00;0,00; DILSON;DILSON;160;377,45;RUA OVÍDIO FERREIRA BORGES;Lote 53;Lote 09;Lote 07;29077;30/03/2022;60391,49
Jardim das Acácias II;Quadra;010;Lote;009;Bloqueada;8,00;8,00;20,00;20,00;0,00; DILSON;DILSON;160;377,45;RUA OVÍDIO FERREIRA BORGES;Lote 52;Lote 10;Lote 08;29078;30/03/2022;60391,49
Jardim das Acácias II;Quadra;010;Lote;010;Bloqueada;8,00;8,00;20,00;20,00;0,00; DILSON;DILSON;160;377,45;RUA OVÍDIO FERREIRA BORGES;Lote 51;Lote 11;Lote 09;29079;30/03/2022;60391,49
Jardim das Acácias II;Quadra;010;Lote;011;Bloqueada;8,00;8,00;20,00;20,00;0,00; NANDIM;NANDIM;160;377,45;RUA OVÍDIO FERREIRA BORGES;Lote 50;Lote 12;Lote 10;29080;30/03/2022;60391,49
Jardim das Acácias II;Quadra;010;Lote;012;Bloqueada;8,00;8,00;20,00;20,00;0,00; NANDIM;NANDIM;160;377,45;RUA OVÍDIO FERREIRA BORGES;Lote 49;Lote 13;Lote 11;29081;30/03/2022;60391,49
Jardim das Acácias II;Quadra;010;Lote;013;Bloqueada;8,00;8,00;20,00;20,00;0,00; NANDIM;NANDIM;160;377,45;RUA OVÍDIO FERREIRA BORGES;Lote 48;Lote 14;Lote 12;29082;30/03/2022;60391,49
Jardim das Acácias II;Quadra;010;Lote;014;Bloqueada;8,00;8,00;20,00;20,00;0,00; NANDIM;NANDIM;160;377,45;RUA OVÍDIO FERREIRA BORGES;Lote 47;Lote 15;Lote 13;29083;30/03/2022;60391,49
Jardim das Acácias II;Quadra;010;Lote;015;Bloqueada;8,00;8,00;20,00;20,00;0,00; NANDIM;NANDIM;160;377,45;RUA OVÍDIO FERREIRA BORGES;Lote 46;Lote 16;Lote 14;29084;30/03/2022;60391,49
Jardim das Acácias II;Quadra;010;Lote;016;Bloqueada;8,00;8,00;20,00;20,00;0,00; NANDIM;NANDIM;160;377,45;RUA OVÍDIO FERREIRA BORGES;Lote 45;Lote 17;Lote 15;29085;30/03/2022;60391,49
Jardim das Acácias II;Quadra;010;Lote;017;Bloqueada;8,00;8,00;20,00;20,00;0,00; NANDIM;NANDIM;160;377,45;RUA OVÍDIO FERREIRA BORGES;Lote 44;Lote 18;Lote 16;29086;30/03/2022;60391,49
Jardim das Acácias II;Quadra;010;Lote;018;Bloqueada;8,00;8,00;20,00;20,00;0,00; NANDIM;NANDIM;160;377,45;RUA OVÍDIO FERREIRA BORGES;Lote 43;Lote 19;Lote 17;29087;30/03/2022;60391,49
Jardim das Acácias II;Quadra;010;Lote;019;Bloqueada;8,00;8,00;20,00;20,00;0,00; NANDIM;NANDIM;160;377,45;RUA OVÍDIO FERREIRA BORGES;Lote 42;Lote 20;Lote 18;29088;30/03/2022;60391,49
Jardim das Acácias II;Quadra;010;Lote;020;Bloqueada;8,00;8,00;20,00;20,00;0,00; NANDIM;NANDIM;160;377,45;RUA OVÍDIO FERREIRA BORGES;Lote 41;Lote 21;Lote 19;29089;30/03/2022;60391,49
Jardim das Acácias II;Quadra;010;Lote;021;Vendida;8,00;8,00;20,00;20,00;0,00; ;;160;359,47;RUA OVÍDIO FERREIRA BORGES;Lote 40;Lote 22;Lote 20;29090;30/03/2022;57515,7
Jardim das Acácias II;Quadra;010;Lote;022;Vendida;8,00;8,00;20,00;20,00;0,00; ;;160;359,09;RUA OVÍDIO FERREIRA BORGES;Lote 39;Lote 23;Lote 21;29091;30/03/2022;57454,54
Jardim das Acácias II;Quadra;010;Lote;023;Vendida;8,00;8,00;20,00;20,00;0,00; ;;160;359,09;RUA OVÍDIO FERREIRA BORGES;Lote 38;Lote 24;Lote 22;29092;30/03/2022;57454,54
Jardim das Acácias II;Quadra;010;Lote;024;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;377,05;RUA OVÍDIO FERREIRA BORGES;Lote 37;Lote 25;Lote 23;29093;30/03/2022;60327,27
Jardim das Acácias II;Quadra;010;Lote;025;Vendida;9,00;9,00;20,00;20,00;0,00; ;;180;272,22;RUA OVÍDIO FERREIRA BORGES;Lote 36;Lote 26;Lote 24;29094;30/03/2022;49000
Jardim das Acácias II;Quadra;010;Lote;026;Vendida;9,00;9,00;20,00;20,00;0,00; ;;180;272,22;RUA OVÍDIO FERREIRA BORGES;Lote 35;Lote 27;Lote 25;29095;30/03/2022;49000
Jardim das Acácias II;Quadra;010;Lote;027;Vendida;9,00;9,00;20,00;20,00;0,00; ;;180;341,99;RUA OVÍDIO FERREIRA BORGES;Lote 34;Lote 28;Lote 26;29096;30/03/2022;61558,44
Jardim das Acácias II;Quadra;010;Lote;028;Disponível;9,00;9,00;20,00;20,00;0,00; ;;180;328,65;RUA OVÍDIO FERREIRA BORGES;Lote 33;Lote 29 e Lote 30;Lote 27;29097;30/03/2022;59157
Jardim das Acácias II;Quadra;010;Lote;029;Vendida;7,00;10,00;18,28;15,28;0,00;ESQUINA ;;180,87;345;RUA DR. PAULO BATISTA DE OLIVEIRA;Lote 32;Lote 30;RUA OVÍDIO FERREIRA BORGES;29098;30/03/2022;62400,15
Jardim das Acácias II;Quadra;010;Lote;030;Disponível;10,00;10,00;18,28;18,28;0,00; ;;182,8;278,25;RUA DR. PAULO BATISTA DE OLIVEIRA;Lote 28;Lote 31;Lote 29;29099;30/03/2022;50864,1
Jardim das Acácias II;Quadra;010;Lote;031;Vendida;10,00;10,00;18,28;18,28;0,00; ;;182,8;313;RUA DR. PAULO BATISTA DE OLIVEIRA;Lote 28;Lote 32;Lote 30;29100;30/03/2022;57216,4
Jardim das Acácias II;Quadra;010;Lote;032;Vendida;7,00;10,00;15,28;18,28;0,00;ESQUINA ;;180,87;265;RUA DR. PAULO BATISTA DE OLIVEIRA;Lote 33;RUA JOSÉ QUIRINO FILHO;Lote 31;29101;30/03/2022;47930,55
Jardim das Acácias II;Quadra;010;Lote;033;Vendida;9,00;9,00;20,00;20,00;0,00; ;;180;313;RUA JOSÉ QUIRINO FILHO;Lote 28;Lote 34;Lote 31 e Lote 32;29102;30/03/2022;56340
Jardim das Acácias II;Quadra;010;Lote;034;Vendida;9,00;9,00;20,00;20,00;0,00; ;;180;313;RUA JOSÉ QUIRINO FILHO;Lote 27;Lote 35;Lote 33;29103;30/03/2022;56340
Jardim das Acácias II;Quadra;010;Lote;035;Vendida;9,00;9,00;20,00;20,00;0,00; ;;180;313;RUA JOSÉ QUIRINO FILHO;Lote 26;Lote 36;Lote 34;29104;30/03/2022;56340
Jardim das Acácias II;Quadra;010;Lote;036;Disponível;9,00;9,00;20,00;20,00;0,00; ;;180;328,65;RUA JOSÉ QUIRINO FILHO;Lote 25;Lote 37;Lote 35;29105;30/03/2022;59157
Jardim das Acácias II;Quadra;010;Lote;037;Vendida;8,00;8,00;20,00;20,00;0,00; ;;160;313;RUA JOSÉ QUIRINO FILHO;Lote 24;Lote 38;Lote 36;29106;30/03/2022;50080
Jardim das Acácias II;Quadra;010;Lote;038;Vendida;8,00;8,00;20,00;20,00;0,00; ;;160;270,67;RUA JOSÉ QUIRINO FILHO;Lote 23;Lote 39;Lote 37;29107;30/03/2022;43307,04
Jardim das Acácias II;Quadra;010;Lote;039;Vendida;8,00;8,00;20,00;20,00;0,00; ;;160;359,09;RUA JOSÉ QUIRINO FILHO;Lote 22;Lote 40;Lote 38;29108;30/03/2022;57454,54
Jardim das Acácias II;Quadra;010;Lote;040;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;328,65;RUA JOSÉ QUIRINO FILHO;Lote 21;Lote 41;Lote 39;29109;30/03/2022;52584
Jardim das Acácias II;Quadra;010;Lote;041;Bloqueada;8,00;8,00;20,00;20,00;0,00; ARI;ARI;160;377,45;RUA JOSÉ QUIRINO FILHO;Lote 20;Lote 42;Lote 40;29110;30/03/2022;60391,49
Jardim das Acácias II;Quadra;010;Lote;042;Bloqueada;8,00;8,00;20,00;20,00;0,00; ARI;ARI;160;377,45;RUA JOSÉ QUIRINO FILHO;Lote 19;Lote 43;Lote 41;29111;30/03/2022;60391,49
Jardim das Acácias II;Quadra;010;Lote;043;Bloqueada;8,00;8,00;20,00;20,00;0,00; ARI;ARI;160;377,45;RUA JOSÉ QUIRINO FILHO;Lote 18;Lote 44;Lote 42;29112;30/03/2022;60391,49
Jardim das Acácias II;Quadra;010;Lote;044;Bloqueada;8,00;8,00;20,00;20,00;0,00; ARI;ARI;160;377,45;RUA JOSÉ QUIRINO FILHO;Lote 17;Lote 45;Lote 43;29113;30/03/2022;60391,49
Jardim das Acácias II;Quadra;010;Lote;045;Bloqueada;8,00;8,00;20,00;20,00;0,00; ARI;ARI;160;377,45;RUA JOSÉ QUIRINO FILHO;Lote 16;Lote 46;Lote 44;29114;30/03/2022;60391,49
Jardim das Acácias II;Quadra;010;Lote;046;Bloqueada;8,00;8,00;20,00;20,00;0,00; ARI;ARI;160;377,45;RUA JOSÉ QUIRINO FILHO;Lote 15;Lote 47;Lote 45;29115;30/03/2022;60391,49
Jardim das Acácias II;Quadra;010;Lote;047;Bloqueada;8,00;8,00;20,00;20,00;0,00; ARI;ARI;160;377,45;RUA JOSÉ QUIRINO FILHO;Lote 14;Lote 48;Lote 46;29116;30/03/2022;60391,49
Jardim das Acácias II;Quadra;010;Lote;048;Bloqueada;8,00;8,00;20,00;20,00;0,00; ARI;ARI;160;377,45;RUA JOSÉ QUIRINO FILHO;Lote 13;Lote 49;Lote 47;29117;30/03/2022;60391,49
Jardim das Acácias II;Quadra;010;Lote;049;Bloqueada;8,00;8,00;20,00;20,00;0,00; ARI;ARI;160;377,45;RUA JOSÉ QUIRINO FILHO;Lote 12;Lote 50;Lote 48;29118;30/03/2022;60391,49
Jardim das Acácias II;Quadra;010;Lote;050;Bloqueada;8,00;8,00;20,00;20,00;0,00; ARI;ARI;160;377,45;RUA JOSÉ QUIRINO FILHO;Lote 11;Lote 51;Lote 49;29119;30/03/2022;60391,49
Jardim das Acácias II;Quadra;010;Lote;051;Bloqueada;8,00;8,00;20,00;20,00;0,00; ARI;ARI;160;377,45;RUA JOSÉ QUIRINO FILHO;Lote 10;Lote 52;Lote 50;29120;30/03/2022;60391,49
Jardim das Acácias II;Quadra;010;Lote;052;Bloqueada;8,00;8,00;20,00;20,00;0,00; ARI;ARI;160;377,45;RUA JOSÉ QUIRINO FILHO;Lote 09;Lote 53;Lote 51;29121;30/03/2022;60391,49
Jardim das Acácias II;Quadra;010;Lote;053;Bloqueada;8,00;8,00;20,00;20,00;0,00; ARI;ARI;160;377,45;RUA JOSÉ QUIRINO FILHO;Lote 08;Lote 54;Lote 52;29122;30/03/2022;60391,49
Jardim das Acácias II;Quadra;010;Lote;054;Bloqueada;8,00;8,00;20,00;20,00;0,00; ARI;ARI;160;377,45;RUA JOSÉ QUIRINO FILHO;Lote 07;Lote 55;Lote 53;29123;30/03/2022;60391,49
Jardim das Acácias II;Quadra;010;Lote;055;Vendida;8,00;8,00;20,00;20,00;0,00; ;;160;313,33;RUA JOSÉ QUIRINO FILHO;Lote 06;Lote 56;Lote 54;29124;30/03/2022;50133,31
Jardim das Acácias II;Quadra;010;Lote;056;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;377,05;RUA JOSÉ QUIRINO FILHO;Lote 05;Lote 02 e Lote 01;Lote 55;29125;30/03/2022;60327,27
Jardim das Acácias II;Quadra;011;Lote;001;Vendida;7,00;10,00;20,82;17,82;0,00;ESQUINA/COM. ;;206,27;279;AVENIDA JOÃO COSTA MOURA;Lote 56;Lote 02;RUA OVÍDIO FERREIRA BORGES;29126;30/03/2022;57549,33
Jardim das Acácias II;Quadra;011;Lote;002;Vendida;10,00;10,00;20,82;20,82;0,00;COMERCIAL ;;208,2;279;AVENIDA JOÃO COSTA MOURA;Lote 56;Lote 03;Lote 01;29127;30/03/2022;58087,8
Jardim das Acácias II;Quadra;011;Lote;003;Vendida;10,00;10,00;20,82;20,82;0,00;COMERCIAL ;;208,2;292,95;AVENIDA JOÃO COSTA MOURA;Lote 05;Lote 04;Lote 02;29128;30/03/2022;60992,19
Jardim das Acácias II;Quadra;011;Lote;004;Vendida;7,00;10,00;17,82;20,82;0,00;ESQUINA/COM. ;;206,27;279;AVENIDA JOÃO COSTA MOURA;Lote 05;RUA MÁRIO DOMINGOS FERREIRA;Lote 03;29129;30/03/2022;57549,33
Jardim das Acácias II;Quadra;011;Lote;005;Vendida;8,00;8,00;20,00;20,00;0,00; ;;160;341,99;RUA MÁRIO DOMINGOS FERREIRA;Lote 56;Lote 06;Lote 04 e Lote 03;29130;30/03/2022;54718,61
Jardim das Acácias II;Quadra;011;Lote;006;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;377,05;RUA MÁRIO DOMINGOS FERREIRA;Lote 05;Lote 07;Lote 06;29131;30/03/2022;60327,27
Jardim das Acácias II;Quadra;011;Lote;007;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;377,05;RUA MÁRIO DOMINGOS FERREIRA;Lote 05;Lote 08;Lote 07;29132;30/03/2022;60327,27
Jardim das Acácias II;Quadra;011;Lote;008;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;377,05;RUA MÁRIO DOMINGOS FERREIRA;Lote 56;Lote 09;Lote 08;29133;30/03/2022;60327,27
Jardim das Acácias II;Quadra;011;Lote;009;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;377,05;RUA MÁRIO DOMINGOS FERREIRA;Lote 55;Lote 10;Lote 09;29134;30/03/2022;60327,27
Jardim das Acácias II;Quadra;011;Lote;010;Vendida;8,00;8,00;20,00;20,00;0,00; ;;160;312,39;RUA MÁRIO DOMINGOS FERREIRA;Lote 54;Lote 11;Lote 10;29135;30/03/2022;49981,62
Jardim das Acácias II;Quadra;011;Lote;011;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;377,05;RUA MÁRIO DOMINGOS FERREIRA;Lote 53;Lote 12;Lote 11;29136;30/03/2022;60327,27
Jardim das Acácias II;Quadra;011;Lote;012;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;377,05;RUA MÁRIO DOMINGOS FERREIRA;Lote 52;Lote 13;Lote 12;29137;30/03/2022;60327,27
Jardim das Acácias II;Quadra;011;Lote;013;Vendida;8,00;8,00;20,00;20,00;0,00; ;;160;312,39;RUA MÁRIO DOMINGOS FERREIRA;Lote 51;Lote 14;Lote 13;29138;30/03/2022;49981,62
Jardim das Acácias II;Quadra;011;Lote;014;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;377,05;RUA MÁRIO DOMINGOS FERREIRA;Lote 50;Lote 15;Lote 14;29139;30/03/2022;60327,27
Jardim das Acácias II;Quadra;011;Lote;015;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;377,05;RUA MÁRIO DOMINGOS FERREIRA;Lote 49;Lote 16;Lote 15;29140;30/03/2022;60327,27
Jardim das Acácias II;Quadra;011;Lote;016;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;377,05;RUA MÁRIO DOMINGOS FERREIRA;Lote 48;Lote 17;Lote 16;29141;30/03/2022;60327,27
Jardim das Acácias II;Quadra;011;Lote;017;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;377,05;RUA MÁRIO DOMINGOS FERREIRA;Lote 47;Lote 18;Lote 17;29142;30/03/2022;60327,27
Jardim das Acácias II;Quadra;011;Lote;018;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;377,05;RUA MÁRIO DOMINGOS FERREIRA;Lote 46;Lote 19;Lote 18;29143;30/03/2022;60327,27
Jardim das Acácias II;Quadra;011;Lote;019;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;377,05;RUA MÁRIO DOMINGOS FERREIRA;Lote 45;Lote 20;Lote 19;29144;30/03/2022;60327,27
Jardim das Acácias II;Quadra;011;Lote;020;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;377,05;RUA MÁRIO DOMINGOS FERREIRA;Lote 44;Lote 21;Lote 20;29145;30/03/2022;60327,27
Jardim das Acácias II;Quadra;011;Lote;021;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;377,05;RUA MÁRIO DOMINGOS FERREIRA;Lote 43;Lote 22;Lote 21;29146;30/03/2022;60327,27
Jardim das Acácias II;Quadra;011;Lote;022;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;377,05;RUA MÁRIO DOMINGOS FERREIRA;Lote 42;Lote 23;Lote 22;29147;30/03/2022;60327,27
Jardim das Acácias II;Quadra;011;Lote;023;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;377,05;RUA MÁRIO DOMINGOS FERREIRA;Lote 41;Lote 24;Lote 23;29148;30/03/2022;60327,27
Jardim das Acácias II;Quadra;011;Lote;024;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;377,05;RUA MÁRIO DOMINGOS FERREIRA;Lote 40;Lote 25;Lote 24;29149;30/03/2022;60327,27
Jardim das Acácias II;Quadra;011;Lote;025;Disponível;9,00;9,00;20,00;20,00;0,00; ;;180;377,05;RUA MÁRIO DOMINGOS FERREIRA;Lote 39;Lote 26;Lote 25;29150;30/03/2022;67868,18
Jardim das Acácias II;Quadra;011;Lote;026;Disponível;9,00;9,00;20,00;20,00;0,00; ;;180;377,05;RUA MÁRIO DOMINGOS FERREIRA;Lote 38;Lote 27;Lote 26;29151;30/03/2022;67868,18
Jardim das Acácias II;Quadra;011;Lote;029;Vendida;7,00;10,00;18,28;15,28;0,00;ESQUINA ;;180,87;278,25;RUA DR. PAULO BATISTA DE OLIVEIRA;Lote 28;Lote 30;RUA MÁRIO DOMINGOS FERREIRA;29154;30/03/2022;50327,08
Jardim das Acácias II;Quadra;011;Lote;030;Bloqueada;10,00;10,00;18,28;18,28;0,00; Marciano;Marciano;182,8;377,05;RUA DR. PAULO BATISTA DE OLIVEIRA;Lote 28;Lote 31;Lote 29;29155;30/03/2022;68923,9
Jardim das Acácias II;Quadra;011;Lote;032;Bloqueada;10,00;10,00;15,28;18,28;0,00;ESQUINA Marciano;Marciano;180,87;415,59;RUA DR. PAULO BATISTA DE OLIVEIRA;Lote 33;RUA OVÍDIO FERREIRA BORGES;Lote 31;29157;30/03/2022;75168,35
Jardim das Acácias II;Quadra;011;Lote;034;Disponível;9,00;9,00;20,00;20,00;0,00; ;;180;377,05;RUA OVÍDIO FERREIRA BORGES;Lote 27;Lote 35;Lote 33;29159;30/03/2022;67868,18
Jardim das Acácias II;Quadra;011;Lote;035;Disponível;9,00;9,00;20,00;20,00;0,00; ;;180;377,05;RUA OVÍDIO FERREIRA BORGES;Lote 26;Lote 36;Lote 34;29160;30/03/2022;67868,18
Jardim das Acácias II;Quadra;011;Lote;036;Disponível;9,00;9,00;20,00;20,00;0,00; ;;180;377,05;RUA OVÍDIO FERREIRA BORGES;Lote 25;Lote 37;Lote 35;29161;30/03/2022;67868,18
Jardim das Acácias II;Quadra;011;Lote;037;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;377,05;RUA OVÍDIO FERREIRA BORGES;Lote 24;Lote 38;Lote 36;29162;30/03/2022;60327,27
Jardim das Acácias II;Quadra;011;Lote;038;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;377,05;RUA OVÍDIO FERREIRA BORGES;Lote 23;Lote 39;Lote 37;29163;30/03/2022;60327,27
Jardim das Acácias II;Quadra;011;Lote;039;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;377,05;RUA OVÍDIO FERREIRA BORGES;Lote 22;Lote 40;Lote 38;29164;30/03/2022;60327,27
Jardim das Acácias II;Quadra;011;Lote;040;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;377,05;RUA OVÍDIO FERREIRA BORGES;Lote 21;Lote 41;Lote 39;29165;30/03/2022;60327,27
Jardim das Acácias II;Quadra;011;Lote;041;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;377,05;RUA OVÍDIO FERREIRA BORGES;Lote 20;Lote 42;Lote 40;29166;30/03/2022;60327,27
Jardim das Acácias II;Quadra;011;Lote;042;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;377,05;RUA OVÍDIO FERREIRA BORGES;Lote 19;Lote 43;Lote 41;29167;30/03/2022;60327,27
Jardim das Acácias II;Quadra;011;Lote;043;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;377,05;RUA OVÍDIO FERREIRA BORGES;Lote 18;Lote 44;Lote 42;29168;30/03/2022;60327,27
Jardim das Acácias II;Quadra;011;Lote;044;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;377,05;RUA OVÍDIO FERREIRA BORGES;Lote 17;Lote 45;Lote 43;29169;30/03/2022;60327,27
Jardim das Acácias II;Quadra;011;Lote;045;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;377,05;RUA OVÍDIO FERREIRA BORGES;Lote 16;Lote 46;Lote 44;29170;30/03/2022;60327,27
Jardim das Acácias II;Quadra;011;Lote;046;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;377,05;RUA OVÍDIO FERREIRA BORGES;Lote 15;Lote 47;Lote 45;29171;30/03/2022;60327,27
Jardim das Acácias II;Quadra;011;Lote;047;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;377,05;RUA OVÍDIO FERREIRA BORGES;Lote 14;Lote 48;Lote 46;29172;30/03/2022;60327,27
Jardim das Acácias II;Quadra;011;Lote;048;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;377,05;RUA OVÍDIO FERREIRA BORGES;Lote 13;Lote 49;Lote 47;29173;30/03/2022;60327,27
Jardim das Acácias II;Quadra;011;Lote;049;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;377,05;RUA OVÍDIO FERREIRA BORGES;Lote 12;Lote 50;Lote 48;29174;30/03/2022;60327,27
Jardim das Acácias II;Quadra;011;Lote;050;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;377,05;RUA OVÍDIO FERREIRA BORGES;Lote 11;Lote 51;Lote 49;29175;30/03/2022;60327,27
Jardim das Acácias II;Quadra;011;Lote;051;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;377,05;RUA OVÍDIO FERREIRA BORGES;Lote 10;Lote 52;Lote 50;29176;30/03/2022;60327,27
Jardim das Acácias II;Quadra;011;Lote;052;Vendida;8,00;8,00;20,00;20,00;0,00;" Mazuti
";"Mazuti
";160;312,39;RUA OVÍDIO FERREIRA BORGES;Lote 09;Lote 53;Lote 51;29177;30/03/2022;49981,62
Jardim das Acácias II;Quadra;011;Lote;053;Vendida;8,00;8,00;20,00;20,00;0,00; Mazuti;Mazuti;160;312,39;RUA OVÍDIO FERREIRA BORGES;Lote 08;Lote 54;Lote 52;29178;30/03/2022;49981,62
Jardim das Acácias II;Quadra;011;Lote;054;Vendida;8,00;8,00;20,00;20,00;0,00; Mazuti;Mazuti;160;312,39;RUA OVÍDIO FERREIRA BORGES;Lote 07;Lote 55;Lote 53;29179;30/03/2022;49981,62
Jardim das Acácias II;Quadra;011;Lote;055;Vendida;8,00;8,00;20,00;20,00;0,00; Mazuti;Mazuti;160;312,39;RUA OVÍDIO FERREIRA BORGES;Lote 06;Lote 56;Lote 54;29180;30/03/2022;49981,62
